# ao_strehl_timeline predicted Strehl vs time
# night=2026-05-24 telescope=K1 tomography=on target=off wavelength=K-band (2200 nm)
# budget=legacy tt_star=R15.2@19.3arcsec lgs_offset=4.97arcsec ngs_offset=0arcsec ngs_seeing_law=kolmogorov(anchor_sK=0.3) assumed_theta0=15arcsec(K,zenith)
# merged timeline, two row types by source= column:
#   source=dimm : one row per DIMM sample -- dimm seeing, r0, NGS Strehl (MASS-derived cols blank)
#   source=mass : one row per MASS profile -- mass seeing, LGS/LTAO Strehl, theta0, d0, plus the matched DIMM total seeing used as input (NGS cols blank)
# Strehl columns + theta0 are at the science wavelength; seeing columns are 500nm LINE-OF-SIGHT (zenith x airmass^(3/5)); r0 is 500nm at ZENITH; d0 is wavelength-independent (m)
# err_*_nm columns: per-sample error-budget terms in nm RMS on mass rows (line-of-sight-projected inputs). err_focal_single is the single-beacon focal-aniso (cone) term; err_alt_ltao is tomography + quadratic layer-mismatch. Fixed terms not tabulated: HO measurement 63.3, Na focus 42, static 122.5 (=K1: tel-aberr 74.7 + WFS-calib 57.9 + DM 33.6 + AO/instr 67.1 + registration 21.2, quad), margin 130 nm.
source,utc_iso,hst_iso,dimm_seeing_arcsec_los,mass_seeing_arcsec_los,zenith_factor,airmass,r0_cm_500nm,ngs_R8_strehl,ngs_R12_strehl,single_lgs_strehl,ltao_strehl,theta0_arcsec,d0_m,layer_mismatch,ngs_theta0_arcsec,err_fit_nm,err_scint_nm,err_ang_nm,err_bw_single_nm,err_bw_ltao_nm,err_focal_single_nm,err_alt_ltao_nm,err_tt_nm
dimm,2026-05-25T11:24:13,2026-05-25T01:24:13,0.7900,,1.0000,1.0000,12.79,0.4099,0.3741,,,,,,,,,,,,,,
mass,2026-05-25T11:25:32,2026-05-25T01:25:32,0.7900,0.7400,1.0000,1.0000,,,,0.2222,0.3237,9.361,0.695,0.000,,142.0,34.7,49.4,62.2,110.9,260.4,115.0,226.4
dimm,2026-05-25T11:26:04,2026-05-25T01:26:04,0.7900,,1.0000,1.0000,12.79,0.4099,0.3741,,,,,,,,,,,,,,
mass,2026-05-25T11:27:23,2026-05-25T01:27:23,0.7900,0.7821,1.0000,1.0000,,,,0.2102,0.3218,9.087,0.687,0.000,,142.0,34.7,51.8,62.2,110.9,272.7,117.1,226.4
mass,2026-05-25T11:29:16,2026-05-25T01:29:16,0.7100,0.6200,1.0000,1.0000,,,,0.2827,0.3661,9.752,0.735,0.000,,129.9,31.7,42.7,56.9,101.4,224.7,108.4,209.2
dimm,2026-05-25T11:29:49,2026-05-25T01:29:49,0.7100,,1.0000,1.0000,14.24,0.4311,0.3937,,,,,,,,,,,,,,
mass,2026-05-25T11:31:06,2026-05-25T01:31:06,0.6300,0.5500,1.0000,1.0000,,,,0.3335,0.4080,11.064,0.834,0.000,,117.6,28.7,38.6,51.5,91.8,203.3,104.2,191.9
dimm,2026-05-25T11:31:38,2026-05-25T01:31:38,0.6300,,1.0000,1.0000,16.04,0.4516,0.4126,,,,,,,,,,,,,,
mass,2026-05-25T11:32:57,2026-05-25T01:32:57,0.7300,0.7227,1.0000,1.0000,,,,0.2440,0.3516,9.882,0.739,0.000,,133.0,32.5,48.5,58.3,103.8,255.3,114.1,213.5
dimm,2026-05-25T11:33:28,2026-05-25T01:33:28,0.7300,,1.0000,1.0000,13.85,0.4258,0.3888,,,,,,,,,,,,,,
mass,2026-05-25T11:34:48,2026-05-25T01:34:48,0.7000,0.6930,1.0000,1.0000,,,,0.2621,0.3669,8.617,0.651,0.000,,128.4,31.4,46.8,56.3,100.2,246.5,112.5,207.0
dimm,2026-05-25T11:35:19,2026-05-25T01:35:19,0.7000,,1.0000,1.0000,14.44,0.4337,0.3961,,,,,,,,,,,,,,
mass,2026-05-25T11:36:40,2026-05-25T01:36:40,0.7900,0.7200,1.0000,1.0000,,,,0.2279,0.3247,9.699,0.726,0.000,,142.0,34.7,48.3,62.2,110.9,254.5,113.9,226.4
dimm,2026-05-25T11:37:13,2026-05-25T01:37:13,0.7900,,1.0000,1.0000,12.79,0.4099,0.3741,,,,,,,,,,,,,,
mass,2026-05-25T11:38:32,2026-05-25T01:38:32,0.7200,0.7128,1.0000,1.0000,,,,0.2500,0.3567,9.298,0.708,0.000,,131.4,32.1,47.9,57.6,102.6,252.4,113.6,211.4
dimm,2026-05-25T11:39:03,2026-05-25T01:39:03,0.7200,,1.0000,1.0000,14.04,0.4284,0.3912,,,,,,,,,,,,,,
mass,2026-05-25T11:40:24,2026-05-25T01:40:24,0.6900,0.6831,1.0000,1.0000,,,,0.2684,0.3721,9.557,0.721,0.000,,126.9,31.0,46.3,55.6,99.0,243.6,112.0,204.9
dimm,2026-05-25T11:40:57,2026-05-25T01:40:57,0.6900,,1.0000,1.0000,14.65,0.4363,0.3984,,,,,,,,,,,,,,
mass,2026-05-25T11:42:22,2026-05-25T01:42:22,0.7700,0.7623,1.0000,1.0000,,,,0.2211,0.3316,8.621,0.656,0.000,,139.0,34.0,50.7,60.9,108.5,266.9,116.1,222.1
dimm,2026-05-25T11:42:55,2026-05-25T01:42:55,0.7700,,1.0000,1.0000,13.13,0.4152,0.3791,,,,,,,,,,,,,,
mass,2026-05-25T11:44:18,2026-05-25T01:44:18,0.8200,0.8118,1.0000,1.0000,,,,0.1945,0.3074,7.615,0.574,0.000,,146.5,35.8,53.4,64.2,114.4,281.3,118.6,232.8
dimm,2026-05-25T11:44:51,2026-05-25T01:44:51,0.8200,,1.0000,1.0000,12.33,0.4018,0.3667,,,,,,,,,,,,,,
mass,2026-05-25T11:45:48,2026-05-25T01:45:48,0.8000,0.7920,1.0000,1.0000,,,,0.2049,0.3170,10.050,0.746,0.000,,143.5,35.1,52.3,62.9,112.0,275.5,117.6,228.5
dimm,2026-05-25T11:46:17,2026-05-25T01:46:17,0.8000,,1.0000,1.0000,12.63,0.4072,0.3717,,,,,,,,,,,,,,
dimm,2026-05-25T11:47:41,2026-05-25T01:47:41,0.7300,,1.0000,1.0000,13.85,0.4258,0.3888,,,,,,,,,,,,,,
mass,2026-05-25T11:48:34,2026-05-25T01:48:34,0.7200,0.7000,1.0000,1.0000,,,,0.2540,0.3573,10.416,0.770,0.000,,131.4,32.1,47.2,57.6,102.6,248.6,112.9,211.4
dimm,2026-05-25T11:49:04,2026-05-25T01:49:04,0.7200,,1.0000,1.0000,14.04,0.4284,0.3912,,,,,,,,,,,,,,
mass,2026-05-25T11:49:58,2026-05-25T01:49:58,0.7200,0.7128,1.0000,1.0000,,,,0.2500,0.3567,9.683,0.710,0.000,,131.4,32.1,47.9,57.6,102.6,252.4,113.6,211.4
dimm,2026-05-25T11:50:29,2026-05-25T01:50:29,0.7200,,1.0000,1.0000,14.04,0.4284,0.3912,,,,,,,,,,,,,,
mass,2026-05-25T11:51:21,2026-05-25T01:51:21,0.7800,0.7722,1.0000,1.0000,,,,0.2156,0.3267,8.421,0.635,0.000,,140.5,34.3,51.2,61.6,109.7,269.8,116.6,224.3
dimm,2026-05-25T11:51:51,2026-05-25T01:51:51,0.7800,,1.0000,1.0000,12.96,0.4126,0.3766,,,,,,,,,,,,,,
mass,2026-05-25T11:52:47,2026-05-25T01:52:47,0.8100,0.8019,1.0000,1.0000,,,,0.1997,0.3122,8.054,0.600,0.000,,145.0,35.4,52.9,63.5,113.2,278.4,118.1,230.7
dimm,2026-05-25T11:53:18,2026-05-25T01:53:18,0.8100,,1.0000,1.0000,12.48,0.4045,0.3692,,,,,,,,,,,,,,
mass,2026-05-25T11:54:13,2026-05-25T01:54:13,0.8400,0.8316,1.0000,1.0000,,,,0.1845,0.2980,7.674,0.573,0.000,,149.5,36.5,54.5,65.5,116.7,287.0,119.5,237.1
dimm,2026-05-25T11:54:43,2026-05-25T01:54:43,0.8400,,1.0000,1.0000,12.03,0.3964,0.3617,,,,,,,,,,,,,,
mass,2026-05-25T11:55:38,2026-05-25T01:55:38,0.8400,0.8316,1.0000,1.0000,,,,0.1845,0.2980,7.669,0.570,0.000,,149.5,36.5,54.5,65.5,116.7,287.0,119.5,237.1
mass,2026-05-25T11:57:08,2026-05-25T01:57:08,0.7900,0.7821,1.0000,1.0000,,,,0.2102,0.3218,7.669,0.570,0.000,,142.0,34.7,51.8,62.2,110.9,272.7,117.1,226.4
dimm,2026-05-25T11:57:39,2026-05-25T01:57:39,0.7900,,1.0000,1.0000,12.79,0.4099,0.3741,,,,,,,,,,,,,,
mass,2026-05-25T11:58:37,2026-05-25T01:58:37,0.7100,0.7029,1.0000,1.0000,,,,0.2560,0.3618,9.730,0.725,0.000,,129.9,31.7,47.4,56.9,101.4,249.5,113.0,209.2
dimm,2026-05-25T11:59:07,2026-05-25T01:59:07,0.7100,,1.0000,1.0000,14.24,0.4311,0.3937,,,,,,,,,,,,,,
mass,2026-05-25T12:00:06,2026-05-25T02:00:06,0.6400,0.6336,1.0000,1.0000,,,,0.3007,0.3984,10.205,0.757,0.000,,119.2,29.1,43.4,52.2,93.0,228.8,109.2,194.0
dimm,2026-05-25T12:00:36,2026-05-25T02:00:36,0.6400,,1.0000,1.0000,15.79,0.4490,0.4102,,,,,,,,,,,,,,
mass,2026-05-25T12:01:36,2026-05-25T02:01:36,0.6400,0.6336,1.0000,1.0000,,,,0.3007,0.3984,9.168,0.669,0.000,,119.2,29.1,43.4,52.2,93.0,228.8,109.2,194.0
dimm,2026-05-25T12:03:35,2026-05-25T02:03:35,0.7600,,1.0000,1.0000,13.30,0.4179,0.3815,,,,,,,,,,,,,,
mass,2026-05-25T12:04:33,2026-05-25T02:04:33,0.7000,0.6930,1.0000,1.0000,,,,0.2621,0.3669,9.468,0.709,0.000,,128.4,31.4,46.8,56.3,100.2,246.5,112.5,207.0
dimm,2026-05-25T12:05:03,2026-05-25T02:05:03,0.7000,,1.0000,1.0000,14.44,0.4337,0.3961,,,,,,,,,,,,,,
mass,2026-05-25T12:06:02,2026-05-25T02:06:02,0.6500,0.6435,1.0000,1.0000,,,,0.2940,0.3931,9.552,0.715,0.000,,120.7,29.5,44.0,52.9,94.2,231.8,109.8,196.2
dimm,2026-05-25T12:06:34,2026-05-25T02:06:34,0.6500,,1.0000,1.0000,15.55,0.4465,0.4079,,,,,,,,,,,,,,
mass,2026-05-25T12:07:34,2026-05-25T02:07:34,0.6500,0.6435,1.0000,1.0000,,,,0.2940,0.3931,9.297,0.697,0.000,,120.7,29.5,44.0,52.9,94.2,231.8,109.8,196.2
mass,2026-05-25T12:09:04,2026-05-25T02:09:04,0.6200,0.6138,1.0000,1.0000,,,,0.3142,0.4090,10.455,0.772,0.000,,116.0,28.4,42.3,50.8,90.6,222.8,108.0,189.7
dimm,2026-05-25T12:09:34,2026-05-25T02:09:34,0.6200,,1.0000,1.0000,16.30,0.4541,0.4149,,,,,,,,,,,,,,
mass,2026-05-25T12:10:33,2026-05-25T02:10:33,0.6200,0.6138,1.0000,1.0000,,,,0.3142,0.4090,10.986,0.809,0.000,,116.0,28.4,42.3,50.8,90.6,222.8,108.0,189.7
dimm,2026-05-25T12:11:05,2026-05-25T02:11:05,0.6200,,1.0000,1.0000,16.30,0.4541,0.4149,,,,,,,,,,,,,,
mass,2026-05-25T12:12:08,2026-05-25T02:12:08,0.6400,0.5500,1.0000,1.0000,,,,0.3299,0.4032,12.931,0.957,0.000,,119.2,29.1,38.6,52.2,93.0,203.3,104.2,194.0
dimm,2026-05-25T12:12:40,2026-05-25T02:12:40,0.6400,,1.0000,1.0000,15.79,0.4490,0.4102,,,,,,,,,,,,,,
mass,2026-05-25T12:13:41,2026-05-25T02:13:41,0.5300,0.5100,1.0000,1.0000,,,,0.3840,0.4587,13.913,1.029,0.000,,101.8,24.9,36.3,44.6,79.5,190.9,101.6,170.1
dimm,2026-05-25T12:14:12,2026-05-25T02:14:12,0.5300,,1.0000,1.0000,19.07,0.4759,0.4350,,,,,,,,,,,,,,
mass,2026-05-25T12:15:14,2026-05-25T02:15:14,0.5900,0.5200,1.0000,1.0000,,,,0.3585,0.4291,13.658,1.020,0.000,,111.3,27.2,36.8,48.8,86.9,194.0,102.2,183.2
dimm,2026-05-25T12:15:45,2026-05-25T02:15:45,0.5900,,1.0000,1.0000,17.13,0.4615,0.4217,,,,,,,,,,,,,,
mass,2026-05-25T12:16:47,2026-05-25T02:16:47,0.5400,0.4800,1.0000,1.0000,,,,0.3918,0.4559,14.073,1.046,0.000,,103.4,25.3,34.5,45.3,80.7,181.5,99.5,172.2
dimm,2026-05-25T12:17:18,2026-05-25T02:17:18,0.5400,,1.0000,1.0000,18.72,0.4735,0.4328,,,,,,,,,,,,,,
mass,2026-05-25T12:18:22,2026-05-25T02:18:22,0.4800,0.4100,1.0000,1.0000,,,,0.4414,0.4898,16.056,1.208,0.000,,93.8,22.9,30.2,41.1,73.2,159.2,94.4,159.1
dimm,2026-05-25T12:18:53,2026-05-25T02:18:53,0.4800,,1.0000,1.0000,21.06,0.4874,0.4456,,,,,,,,,,,,,,
mass,2026-05-25T12:19:58,2026-05-25T02:19:58,0.5000,0.4200,1.0000,1.0000,,,,0.4298,0.4794,16.577,1.243,0.000,,97.0,23.7,30.8,42.5,75.7,162.4,95.2,163.5
dimm,2026-05-25T12:20:28,2026-05-25T02:20:28,0.5000,,1.0000,1.0000,20.21,0.4829,0.4414,,,,,,,,,,,,,,
mass,2026-05-25T12:21:34,2026-05-25T02:21:34,0.5000,0.4100,1.0000,1.0000,,,,0.4336,0.4801,16.809,1.239,0.000,,97.0,23.7,30.2,42.5,75.7,159.2,94.4,163.5
mass,2026-05-25T12:23:09,2026-05-25T02:23:09,0.4600,0.3700,1.0000,1.0000,,,,0.4645,0.5024,16.026,1.213,0.000,,90.5,22.1,27.7,39.6,70.6,146.1,91.3,154.7
dimm,2026-05-25T12:23:40,2026-05-25T02:23:40,0.4600,,1.0000,1.0000,21.97,0.4918,0.4497,,,,,,,,,,,,,,
mass,2026-05-25T12:24:44,2026-05-25T02:24:44,0.4500,0.3400,1.0000,1.0000,,,,0.4797,0.5095,17.598,1.352,0.000,,88.8,21.7,25.9,38.9,69.4,136.2,88.7,152.6
dimm,2026-05-25T12:25:15,2026-05-25T02:25:15,0.4500,,1.0000,1.0000,22.46,0.4940,0.4517,,,,,,,,,,,,,,
mass,2026-05-25T12:26:20,2026-05-25T02:26:20,0.4700,0.3700,1.0000,1.0000,,,,0.4605,0.4976,17.752,1.329,0.000,,92.1,22.5,27.7,40.4,71.9,146.1,91.3,156.9
dimm,2026-05-25T12:26:52,2026-05-25T02:26:52,0.4700,,1.0000,1.0000,21.50,0.4896,0.4477,,,,,,,,,,,,,,
mass,2026-05-25T12:27:57,2026-05-25T02:27:57,0.5300,0.3500,1.0000,1.0000,,,,0.4433,0.4697,16.081,1.233,0.000,,101.8,24.9,26.5,44.6,79.5,139.5,89.6,170.1
dimm,2026-05-25T12:28:29,2026-05-25T02:28:29,0.5300,,1.0000,1.0000,19.07,0.4759,0.4350,,,,,,,,,,,,,,
mass,2026-05-25T12:29:34,2026-05-25T02:29:34,0.4400,0.3200,1.0000,1.0000,,,,0.4911,0.5158,18.061,1.384,0.000,,87.2,21.3,24.6,38.2,68.1,129.5,87.0,150.4
dimm,2026-05-25T12:30:06,2026-05-25T02:30:06,0.4400,,1.0000,1.0000,22.97,0.4962,0.4537,,,,,,,,,,,,,,
mass,2026-05-25T12:31:11,2026-05-25T02:31:11,0.4700,0.3500,1.0000,1.0000,,,,0.4679,0.4991,16.846,1.296,0.000,,92.1,22.5,26.5,40.4,71.9,139.5,89.6,156.9
dimm,2026-05-25T12:31:43,2026-05-25T02:31:43,0.4700,,1.0000,1.0000,21.50,0.4896,0.4477,,,,,,,,,,,,,,
mass,2026-05-25T12:32:48,2026-05-25T02:32:48,0.4700,0.3600,1.0000,1.0000,,,,0.4643,0.4983,15.280,1.162,0.000,,92.1,22.5,27.1,40.4,71.9,142.8,90.4,156.9
mass,2026-05-25T12:34:25,2026-05-25T02:34:25,0.4800,0.3700,1.0000,1.0000,,,,0.4565,0.4927,14.219,1.089,0.000,,93.8,22.9,27.7,41.1,73.2,146.1,91.3,159.1
dimm,2026-05-25T12:34:55,2026-05-25T02:34:55,0.4800,,1.0000,1.0000,21.06,0.4874,0.4456,,,,,,,,,,,,,,
mass,2026-05-25T12:36:00,2026-05-25T02:36:00,0.4900,0.3400,1.0000,1.0000,,,,0.4634,0.4901,16.015,1.238,0.000,,95.4,23.3,25.9,41.8,74.5,136.2,88.7,161.3
dimm,2026-05-25T12:36:32,2026-05-25T02:36:32,0.4900,,1.0000,1.0000,20.63,0.4851,0.4435,,,,,,,,,,,,,,
mass,2026-05-25T12:37:41,2026-05-25T02:37:41,0.4900,0.3100,1.0000,1.0000,,,,0.4738,0.4924,17.434,1.348,0.000,,95.4,23.3,23.9,41.8,74.5,126.1,86.0,161.3
dimm,2026-05-25T12:38:13,2026-05-25T02:38:13,0.4900,,1.0000,1.0000,20.63,0.4851,0.4435,,,,,,,,,,,,,,
mass,2026-05-25T12:39:23,2026-05-25T02:39:23,0.4900,0.4100,1.0000,1.0000,,,,0.4375,0.4850,15.151,1.142,0.000,,95.4,23.3,30.2,41.8,74.5,159.2,94.4,161.3
dimm,2026-05-25T12:39:54,2026-05-25T02:39:54,0.4900,,1.0000,1.0000,20.63,0.4851,0.4435,,,,,,,,,,,,,,
mass,2026-05-25T12:41:01,2026-05-25T02:41:01,0.4600,0.3500,1.0000,1.0000,,,,0.4720,0.5039,16.081,1.225,0.000,,90.5,22.1,26.5,39.6,70.6,139.5,89.6,154.7
dimm,2026-05-25T12:41:33,2026-05-25T02:41:33,0.4600,,1.0000,1.0000,21.97,0.4918,0.4497,,,,,,,,,,,,,,
mass,2026-05-25T12:42:41,2026-05-25T02:42:41,0.4600,0.3500,1.0000,1.0000,,,,0.4720,0.5039,15.012,1.141,0.000,,90.5,22.1,26.5,39.6,70.6,139.5,89.6,154.7
mass,2026-05-25T12:44:20,2026-05-25T02:44:20,0.4200,0.3600,1.0000,1.0000,,,,0.4841,0.5222,15.861,1.204,0.000,,83.9,20.5,27.1,36.8,65.5,142.8,90.4,146.0
dimm,2026-05-25T12:44:51,2026-05-25T02:44:51,0.4200,,1.0000,1.0000,24.06,0.5005,0.4576,,,,,,,,,,,,,,
mass,2026-05-25T12:46:01,2026-05-25T02:46:01,0.5600,0.4100,1.0000,1.0000,,,,0.4099,0.4508,14.894,1.134,0.000,,106.6,26.0,30.2,46.7,83.2,159.2,94.4,176.6
dimm,2026-05-25T12:46:32,2026-05-25T02:46:32,0.5600,,1.0000,1.0000,18.05,0.4688,0.4284,,,,,,,,,,,,,,
mass,2026-05-25T12:47:44,2026-05-25T02:47:44,0.4500,0.3500,1.0000,1.0000,,,,0.4760,0.5087,16.626,1.278,0.000,,88.8,21.7,26.5,38.9,69.4,139.5,89.6,152.6
dimm,2026-05-25T12:48:16,2026-05-25T02:48:16,0.4500,,1.0000,1.0000,22.46,0.4940,0.4517,,,,,,,,,,,,,,
mass,2026-05-25T12:49:27,2026-05-25T02:49:27,0.4000,0.2800,1.0000,1.0000,,,,0.5217,0.5381,18.880,1.436,0.000,,80.5,19.7,22.0,35.3,62.9,115.8,83.2,141.7
dimm,2026-05-25T12:49:57,2026-05-25T02:49:57,0.4000,,1.0000,1.0000,25.27,0.5046,0.4615,,,,,,,,,,,,,,
mass,2026-05-25T12:51:10,2026-05-25T02:51:10,0.4200,0.3700,1.0000,1.0000,,,,0.4802,0.5214,15.791,1.213,0.000,,83.9,20.5,27.7,36.8,65.5,146.1,91.3,146.0
dimm,2026-05-25T12:51:41,2026-05-25T02:51:41,0.4200,,1.0000,1.0000,24.06,0.5005,0.4576,,,,,,,,,,,,,,
mass,2026-05-25T12:52:51,2026-05-25T02:52:51,0.4200,0.3300,1.0000,1.0000,,,,0.4955,0.5245,16.675,1.269,0.000,,83.9,20.5,25.2,36.8,65.5,132.8,87.8,146.0
dimm,2026-05-25T12:53:24,2026-05-25T02:53:24,0.4200,,1.0000,1.0000,24.06,0.5005,0.4576,,,,,,,,,,,,,,
dimm,2026-05-25T12:53:24,2026-05-25T02:53:24,0.4300,,1.0000,1.0000,23.50,0.4983,0.4557,,,,,,,,,,,,,,
mass,2026-05-25T12:54:37,2026-05-25T02:54:37,0.3800,0.2700,1.0000,1.0000,,,,0.5333,0.5482,18.999,1.460,0.000,,77.2,18.9,21.3,33.8,60.2,112.4,82.2,137.3
dimm,2026-05-25T12:55:08,2026-05-25T02:55:08,0.3800,,1.0000,1.0000,26.60,0.5087,0.4652,,,,,,,,,,,,,,
dimm,2026-05-25T13:00:49,2026-05-25T03:00:49,0.4000,,1.0000,1.0000,25.27,0.5046,0.4615,,,,,,,,,,,,,,
mass,2026-05-25T13:02:05,2026-05-25T03:02:05,0.4700,0.3000,1.0000,1.0000,,,,0.4857,0.5029,18.417,1.384,0.000,,92.1,22.5,23.3,40.4,71.9,122.7,85.1,156.9
dimm,2026-05-25T13:02:36,2026-05-25T03:02:36,0.4700,,1.0000,1.0000,21.50,0.4896,0.4477,,,,,,,,,,,,,,
mass,2026-05-25T13:03:50,2026-05-25T03:03:50,0.4400,0.2500,1.0000,1.0000,,,,0.5151,0.5216,21.360,1.602,0.000,,87.2,21.3,20.0,38.2,68.1,105.4,80.1,150.4
dimm,2026-05-25T13:04:21,2026-05-25T03:04:21,0.4400,,1.0000,1.0000,22.97,0.4962,0.4537,,,,,,,,,,,,,,
mass,2026-05-25T13:05:36,2026-05-25T03:05:36,0.4800,0.2700,1.0000,1.0000,,,,0.4915,0.5004,19.190,1.443,0.000,,93.8,22.9,21.3,41.1,73.2,112.4,82.2,159.1
dimm,2026-05-25T13:06:06,2026-05-25T03:06:06,0.4800,,1.0000,1.0000,21.06,0.4874,0.4456,,,,,,,,,,,,,,
mass,2026-05-25T13:07:25,2026-05-25T03:07:25,0.4800,0.2500,1.0000,1.0000,,,,0.4978,0.5020,19.376,1.461,0.000,,93.8,22.9,20.0,41.1,73.2,105.4,80.1,159.1
mass,2026-05-25T13:09:12,2026-05-25T03:09:12,0.5100,0.2700,1.0000,1.0000,,,,0.4784,0.4856,19.530,1.464,0.000,,98.6,24.1,21.3,43.2,77.0,112.4,82.2,165.7
dimm,2026-05-25T13:09:44,2026-05-25T03:09:44,0.5100,,1.0000,1.0000,19.82,0.4806,0.4393,,,,,,,,,,,,,,
mass,2026-05-25T13:10:59,2026-05-25T03:10:59,0.5100,0.2400,1.0000,1.0000,,,,0.4876,0.4879,21.819,1.652,0.000,,98.6,24.1,19.3,43.2,77.0,101.9,79.0,165.7
dimm,2026-05-25T13:11:31,2026-05-25T03:11:31,0.5100,,1.0000,1.0000,19.82,0.4806,0.4393,,,,,,,,,,,,,,
mass,2026-05-25T13:12:49,2026-05-25T03:12:49,0.5900,0.2700,1.0000,1.0000,,,,0.4429,0.4455,19.898,1.504,0.000,,111.3,27.2,21.3,48.8,86.9,112.4,82.2,183.2
dimm,2026-05-25T13:13:22,2026-05-25T03:13:22,0.5900,,1.0000,1.0000,17.13,0.4615,0.4217,,,,,,,,,,,,,,
mass,2026-05-25T13:14:38,2026-05-25T03:14:38,0.5000,0.2500,1.0000,1.0000,,,,0.4890,0.4921,21.895,1.635,0.000,,97.0,23.7,20.0,42.5,75.7,105.4,80.1,163.5
dimm,2026-05-25T13:15:11,2026-05-25T03:15:11,0.5000,,1.0000,1.0000,20.21,0.4829,0.4414,,,,,,,,,,,,,,
mass,2026-05-25T13:16:28,2026-05-25T03:16:28,0.4200,0.2500,1.0000,1.0000,,,,0.5236,0.5312,21.895,1.635,0.000,,83.9,20.5,20.0,36.8,65.5,105.4,80.1,146.0
dimm,2026-05-25T13:17:01,2026-05-25T03:17:01,0.4200,,1.0000,1.0000,24.06,0.5005,0.4576,,,,,,,,,,,,,,
mass,2026-05-25T13:18:18,2026-05-25T03:18:18,0.4200,0.2400,1.0000,1.0000,,,,0.5269,0.5320,21.993,1.680,0.000,,83.9,20.5,19.3,36.8,65.5,101.9,79.0,146.0
dimm,2026-05-25T13:18:49,2026-05-25T03:18:49,0.4200,,1.0000,1.0000,24.06,0.5005,0.4576,,,,,,,,,,,,,,
dimm,2026-05-25T13:18:49,2026-05-25T03:18:49,0.5000,,1.0000,1.0000,20.21,0.4829,0.4414,,,,,,,,,,,,,,
mass,2026-05-25T13:20:06,2026-05-25T03:20:06,0.6800,0.2300,1.0000,1.0000,,,,0.4129,0.4030,21.802,1.671,0.000,,125.3,30.6,18.7,54.9,97.8,98.3,77.9,202.7
dimm,2026-05-25T13:20:40,2026-05-25T03:20:40,0.6800,,1.0000,1.0000,14.86,0.4388,0.4008,,,,,,,,,,,,,,
mass,2026-05-25T13:21:57,2026-05-25T03:21:57,0.5500,0.2700,1.0000,1.0000,,,,0.4608,0.4656,20.484,1.557,0.000,,105.0,25.7,21.3,46.0,82.0,112.4,82.2,174.4
dimm,2026-05-25T13:22:29,2026-05-25T03:22:29,0.5500,,1.0000,1.0000,18.38,0.4712,0.4306,,,,,,,,,,,,,,
mass,2026-05-25T13:23:50,2026-05-25T03:23:50,0.4500,0.2800,1.0000,1.0000,,,,0.5010,0.5142,18.797,1.420,0.000,,88.8,21.7,22.0,38.9,69.4,115.8,83.2,152.6
dimm,2026-05-25T13:24:22,2026-05-25T03:24:22,0.4500,,1.0000,1.0000,22.46,0.4940,0.4517,,,,,,,,,,,,,,
mass,2026-05-25T13:25:46,2026-05-25T03:25:46,0.4500,0.2900,1.0000,1.0000,,,,0.4975,0.5134,19.260,1.469,0.000,,88.8,21.7,22.7,38.9,69.4,119.3,84.1,152.6
dimm,2026-05-25T13:26:18,2026-05-25T03:26:18,0.4500,,1.0000,1.0000,22.46,0.4940,0.4517,,,,,,,,,,,,,,
mass,2026-05-25T13:27:41,2026-05-25T03:27:41,0.5300,0.2900,1.0000,1.0000,,,,0.4633,0.4741,20.709,1.593,0.000,,101.8,24.9,22.7,44.6,79.5,119.3,84.1,170.1
dimm,2026-05-25T13:28:13,2026-05-25T03:28:13,0.5300,,1.0000,1.0000,19.07,0.4759,0.4350,,,,,,,,,,,,,,
mass,2026-05-25T13:29:34,2026-05-25T03:29:34,0.5800,0.3800,1.0000,1.0000,,,,0.4122,0.4430,17.389,1.306,0.000,,109.8,26.8,28.4,48.1,85.7,149.4,92.1,181.0
dimm,2026-05-25T13:30:05,2026-05-25T03:30:05,0.5800,,1.0000,1.0000,17.43,0.4639,0.4240,,,,,,,,,,,,,,
mass,2026-05-25T13:31:27,2026-05-25T03:31:27,0.6300,0.3100,1.0000,1.0000,,,,0.4135,0.4227,18.081,1.385,0.000,,117.6,28.7,23.9,51.5,91.8,126.1,86.0,191.9
dimm,2026-05-25T13:31:59,2026-05-25T03:31:59,0.6300,,1.0000,1.0000,16.04,0.4516,0.4126,,,,,,,,,,,,,,
mass,2026-05-25T13:33:20,2026-05-25T03:33:20,0.6300,0.2800,1.0000,1.0000,,,,0.4222,0.4247,20.159,1.527,0.000,,117.6,28.7,22.0,51.5,91.8,115.8,83.2,191.9
mass,2026-05-25T13:35:16,2026-05-25T03:35:16,0.6500,0.3100,1.0000,1.0000,,,,0.4047,0.4128,19.618,1.473,0.000,,120.7,29.5,23.9,52.9,94.2,126.1,86.0,196.2
dimm,2026-05-25T13:35:48,2026-05-25T03:35:48,0.6500,,1.0000,1.0000,15.55,0.4465,0.4079,,,,,,,,,,,,,,
mass,2026-05-25T13:37:15,2026-05-25T03:37:15,0.5300,0.2800,1.0000,1.0000,,,,0.4665,0.4748,19.467,1.465,0.000,,101.8,24.9,22.0,44.6,79.5,115.8,83.2,170.1
dimm,2026-05-25T13:37:47,2026-05-25T03:37:47,0.5300,,1.0000,1.0000,19.07,0.4759,0.4350,,,,,,,,,,,,,,
