# ao_strehl_timeline predicted Strehl vs time
# night=2026-05-24 telescope=K1 tomography=on target=off wavelength=K-band (2200 nm)
# budget=legacy tt_star=R15.2@19.3arcsec lgs_offset=4.97arcsec ngs_offset=0arcsec ngs_seeing_law=kolmogorov(anchor_sK=0.3) assumed_theta0=15arcsec(K,zenith)
# merged timeline, two row types by source= column:
#   source=dimm : one row per DIMM sample -- dimm seeing, r0, NGS Strehl (MASS-derived cols blank)
#   source=mass : one row per MASS profile -- mass seeing, LGS/LTAO Strehl, theta0, d0, plus the matched DIMM total seeing used as input (NGS cols blank)
# Strehl columns + theta0 are at the science wavelength; seeing columns are 500nm LINE-OF-SIGHT (zenith x airmass^(3/5)); r0 is 500nm at ZENITH; d0 is wavelength-independent (m)
# err_*_nm columns: per-sample error-budget terms in nm RMS on mass rows (line-of-sight-projected inputs). err_focal_single is the single-beacon focal-aniso (cone) term; err_alt_ltao is tomography + quadratic layer-mismatch. Fixed terms not tabulated: HO measurement 63.3, Na focus 42, static 122.5 (=K1: tel-aberr 74.7 + WFS-calib 57.9 + DM 33.6 + AO/instr 67.1 + registration 21.2, quad), margin 130 nm.
source,utc_iso,hst_iso,dimm_seeing_arcsec_los,mass_seeing_arcsec_los,zenith_factor,airmass,r0_cm_500nm,ngs_R8_strehl,ngs_R12_strehl,single_lgs_strehl,ltao_strehl,theta0_arcsec,d0_m,layer_mismatch,ngs_theta0_arcsec,err_fit_nm,err_scint_nm,err_ang_nm,err_bw_single_nm,err_bw_ltao_nm,err_focal_single_nm,err_alt_ltao_nm,err_tt_nm
mass,2026-05-25T13:39:15,2026-05-25T03:39:15,0.6800,0.3300,1.0000,1.0000,,,,0.3860,0.3967,19.458,1.478,0.000,,125.3,30.6,25.2,54.9,97.8,132.8,87.8,202.7
dimm,2026-05-25T13:39:48,2026-05-25T03:39:48,0.6800,,1.0000,1.0000,14.86,0.4388,0.4008,,,,,,,,,,,,,,
mass,2026-05-25T13:41:02,2026-05-25T03:41:02,0.7100,0.3500,1.0000,1.0000,,,,0.3675,0.3809,18.950,1.456,0.000,,129.9,31.7,26.5,56.9,101.4,139.5,89.6,209.2
dimm,2026-05-25T13:41:33,2026-05-25T03:41:33,0.7100,,1.0000,1.0000,14.24,0.4311,0.3937,,,,,,,,,,,,,,
mass,2026-05-25T13:42:26,2026-05-25T03:42:26,0.7100,0.5700,1.0000,1.0000,,,,0.2989,0.3687,20.144,1.501,0.000,,129.9,31.7,39.8,56.9,101.4,209.5,105.4,209.2
mass,2026-05-25T13:43:53,2026-05-25T03:43:53,0.8000,0.4300,1.0000,1.0000,,,,0.3087,0.3339,18.395,1.400,0.000,,143.5,35.1,31.5,62.9,112.0,165.6,96.0,228.5
dimm,2026-05-25T13:44:23,2026-05-25T03:44:23,0.8000,,1.0000,1.0000,12.63,0.4072,0.3717,,,,,,,,,,,,,,
mass,2026-05-25T13:45:16,2026-05-25T03:45:16,0.8800,0.5300,1.0000,1.0000,,,,0.2530,0.2935,16.628,1.220,0.000,,155.4,38.0,37.4,68.1,121.3,197.2,102.9,245.6
dimm,2026-05-25T13:45:48,2026-05-25T03:45:48,0.8800,,1.0000,1.0000,11.49,0.3855,0.3517,,,,,,,,,,,,,,
mass,2026-05-25T13:46:44,2026-05-25T03:46:44,0.6700,0.3900,1.0000,1.0000,,,,0.3720,0.3980,17.740,1.314,0.000,,123.8,30.2,29.0,54.2,96.6,152.7,92.9,200.5
dimm,2026-05-25T13:47:14,2026-05-25T03:47:14,0.6700,,1.0000,1.0000,15.09,0.4414,0.4032,,,,,,,,,,,,,,
mass,2026-05-25T13:48:09,2026-05-25T03:48:09,0.8300,0.4500,1.0000,1.0000,,,,0.2919,0.3192,16.506,1.233,0.000,,148.0,36.2,32.7,64.8,115.5,172.0,97.4,235.0
dimm,2026-05-25T13:48:41,2026-05-25T03:48:41,0.8300,,1.0000,1.0000,12.18,0.3991,0.3642,,,,,,,,,,,,,,
mass,2026-05-25T13:49:37,2026-05-25T03:49:37,0.7100,0.5800,1.0000,1.0000,,,,0.2957,0.3682,17.854,1.311,0.000,,129.9,31.7,40.4,56.9,101.4,212.5,106.0,209.2
dimm,2026-05-25T13:50:08,2026-05-25T03:50:08,0.7100,,1.0000,1.0000,14.24,0.4311,0.3937,,,,,,,,,,,,,,
dimm,2026-05-25T13:51:37,2026-05-25T03:51:37,0.8600,,1.0000,1.0000,11.75,0.3910,0.3567,,,,,,,,,,,,,,
dimm,2026-05-25T13:53:11,2026-05-25T03:53:11,0.7100,,1.0000,1.0000,14.24,0.4311,0.3937,,,,,,,,,,,,,,
dimm,2026-05-25T13:54:38,2026-05-25T03:54:38,0.6600,,1.0000,1.0000,15.31,0.4440,0.4056,,,,,,,,,,,,,,
dimm,2026-05-25T13:56:05,2026-05-25T03:56:05,0.6700,,1.0000,1.0000,15.09,0.4414,0.4032,,,,,,,,,,,,,,
dimm,2026-05-25T13:57:33,2026-05-25T03:57:33,0.6200,,1.0000,1.0000,16.30,0.4541,0.4149,,,,,,,,,,,,,,
dimm,2026-05-25T13:59:01,2026-05-25T03:59:01,0.7000,,1.0000,1.0000,14.44,0.4337,0.3961,,,,,,,,,,,,,,
dimm,2026-05-25T14:00:28,2026-05-25T04:00:28,0.6300,,1.0000,1.0000,16.04,0.4516,0.4126,,,,,,,,,,,,,,
dimm,2026-05-25T14:01:55,2026-05-25T04:01:55,0.5800,,1.0000,1.0000,17.43,0.4639,0.4240,,,,,,,,,,,,,,
dimm,2026-05-25T14:03:26,2026-05-25T04:03:26,0.6100,,1.0000,1.0000,16.57,0.4566,0.4172,,,,,,,,,,,,,,
dimm,2026-05-25T14:04:53,2026-05-25T04:04:53,0.7700,,1.0000,1.0000,13.13,0.4152,0.3791,,,,,,,,,,,,,,
dimm,2026-05-25T14:06:21,2026-05-25T04:06:21,0.7500,,1.0000,1.0000,13.48,0.4205,0.3840,,,,,,,,,,,,,,
dimm,2026-05-25T14:07:49,2026-05-25T04:07:49,0.9400,,1.0000,1.0000,10.75,0.3691,0.3365,,,,,,,,,,,,,,
dimm,2026-05-25T14:09:16,2026-05-25T04:09:16,0.7600,,1.0000,1.0000,13.30,0.4179,0.3815,,,,,,,,,,,,,,
dimm,2026-05-25T14:10:45,2026-05-25T04:10:45,0.8800,,1.0000,1.0000,11.49,0.3855,0.3517,,,,,,,,,,,,,,
dimm,2026-05-25T14:12:15,2026-05-25T04:12:15,0.8400,,1.0000,1.0000,12.03,0.3964,0.3617,,,,,,,,,,,,,,
dimm,2026-05-25T14:13:44,2026-05-25T04:13:44,0.6800,,1.0000,1.0000,14.86,0.4388,0.4008,,,,,,,,,,,,,,
dimm,2026-05-25T14:15:15,2026-05-25T04:15:15,0.6500,,1.0000,1.0000,15.55,0.4465,0.4079,,,,,,,,,,,,,,
dimm,2026-05-25T14:16:47,2026-05-25T04:16:47,0.6600,,1.0000,1.0000,15.31,0.4440,0.4056,,,,,,,,,,,,,,
dimm,2026-05-25T14:19:48,2026-05-25T04:19:48,0.6800,,1.0000,1.0000,14.86,0.4388,0.4008,,,,,,,,,,,,,,
dimm,2026-05-25T14:21:21,2026-05-25T04:21:21,0.7700,,1.0000,1.0000,13.13,0.4152,0.3791,,,,,,,,,,,,,,
dimm,2026-05-25T14:22:55,2026-05-25T04:22:55,0.7900,,1.0000,1.0000,12.79,0.4099,0.3741,,,,,,,,,,,,,,
dimm,2026-05-25T14:24:29,2026-05-25T04:24:29,0.8200,,1.0000,1.0000,12.33,0.4018,0.3667,,,,,,,,,,,,,,
dimm,2026-05-25T14:26:02,2026-05-25T04:26:02,0.7400,,1.0000,1.0000,13.66,0.4232,0.3864,,,,,,,,,,,,,,
dimm,2026-05-25T14:27:36,2026-05-25T04:27:36,0.8500,,1.0000,1.0000,11.89,0.3937,0.3592,,,,,,,,,,,,,,
dimm,2026-05-25T14:29:12,2026-05-25T04:29:12,0.7700,,1.0000,1.0000,13.13,0.4152,0.3791,,,,,,,,,,,,,,
dimm,2026-05-25T14:30:45,2026-05-25T04:30:45,0.7100,,1.0000,1.0000,14.24,0.4311,0.3937,,,,,,,,,,,,,,
dimm,2026-05-25T14:33:53,2026-05-25T04:33:53,0.7300,,1.0000,1.0000,13.85,0.4258,0.3888,,,,,,,,,,,,,,
dimm,2026-05-25T14:35:26,2026-05-25T04:35:26,0.7300,,1.0000,1.0000,13.85,0.4258,0.3888,,,,,,,,,,,,,,
dimm,2026-05-25T14:37:01,2026-05-25T04:37:01,0.8000,,1.0000,1.0000,12.63,0.4072,0.3717,,,,,,,,,,,,,,
dimm,2026-05-25T14:38:38,2026-05-25T04:38:38,0.7800,,1.0000,1.0000,12.96,0.4126,0.3766,,,,,,,,,,,,,,
dimm,2026-05-25T14:41:48,2026-05-25T04:41:48,0.6400,,1.0000,1.0000,15.79,0.4490,0.4102,,,,,,,,,,,,,,
dimm,2026-05-25T14:43:23,2026-05-25T04:43:23,0.6800,,1.0000,1.0000,14.86,0.4388,0.4008,,,,,,,,,,,,,,
dimm,2026-05-25T14:44:59,2026-05-25T04:44:59,0.6500,,1.0000,1.0000,15.55,0.4465,0.4079,,,,,,,,,,,,,,
dimm,2026-05-25T14:46:36,2026-05-25T04:46:36,0.6600,,1.0000,1.0000,15.31,0.4440,0.4056,,,,,,,,,,,,,,
dimm,2026-05-25T14:48:14,2026-05-25T04:48:14,0.9700,,1.0000,1.0000,10.42,0.3609,0.3290,,,,,,,,,,,,,,
dimm,2026-05-25T14:49:51,2026-05-25T04:49:51,0.7000,,1.0000,1.0000,14.44,0.4337,0.3961,,,,,,,,,,,,,,
dimm,2026-05-25T14:51:29,2026-05-25T04:51:29,1.0800,,1.0000,1.0000,9.36,0.3308,0.3011,,,,,,,,,,,,,,
