sr,halo_beta,contrast_mag,sep_arcsec,bias_default,bias_psf_clean,epsf_tag,refusal_note
0.3,4.765,4.0,0.6,-0.015139629450321324,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,4.0,0.8,-0.012911249217608,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,4.0,1.0,-0.008280901036483213,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,4.0,1.2,0.015959150060146032,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,4.0,0.1,-0.0166991345634126,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,4.0,0.15,-0.018236204412412638,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,4.0,0.2,0.000591538480742615,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,4.0,0.3,0.022193300122714976,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,4.0,0.45,-0.010346279542667092,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,4.0,0.6,-0.009823579847025643,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,4.0,0.8,-0.0074524717566474274,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,4.0,1.0,-0.012954496387383496,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,4.0,1.2,-0.011455680298499582,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,4.0,0.1,-0.014669562497003241,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,4.0,0.15,0.011629331222030526,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,4.0,0.2,-0.012423315689515158,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,4.0,0.3,-0.018777838177287065,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,4.0,0.45,-0.011223028472498175,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,4.0,0.6,-0.018919198330823006,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,4.0,0.8,-0.0004539801851092262,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,4.0,1.0,-0.009759839573964257,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,4.0,1.2,0.01713524929484217,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,5.0,0.1,0.0019987704042780385,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,5.0,0.15,-0.013806447606446504,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,5.0,0.2,0.00247503490151324,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,5.0,0.3,-0.004556446710106299,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,5.0,0.45,-0.002585346711642067,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,5.0,0.6,0.012399416034176713,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,5.0,0.8,0.008338030043005984,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,5.0,1.0,0.011033590683375227,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,5.0,1.2,0.011734085116827275,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,5.0,0.1,0.0018263996608174904,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,5.0,0.15,-0.03201110778449018,-0.03288559243230116,strict,
0.3,4.765,5.0,0.2,0.008191601884683097,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,5.0,0.3,0.020681664321187843,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,5.0,0.45,0.002150997837332469,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,5.0,0.6,-0.001500484243153355,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,5.0,0.8,-0.004506660826985531,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,5.0,1.0,0.009944714468037297,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,5.0,1.2,0.018648002464116575,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,5.0,0.1,0.032663732474676965,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,5.0,0.15,-0.0020719091366092623,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,5.0,0.2,0.0018953409858717407,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,5.0,0.3,0.007465683945991397,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,5.0,0.45,0.008091047313418198,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,5.0,0.6,-0.004836730516939669,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,5.0,0.8,-0.0078935475880062,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,5.0,1.0,0.04066075672021713,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,4.765,5.0,1.2,-0.010187076636196835,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.6,4.765,0.0,0.1,-0.29651560014649686,-0.009637607562245187,strict,
0.6,4.765,0.0,0.15,-0.26384466244621624,0.012124653665507967,strict,
0.6,4.765,0.0,0.2,-0.30194904273011686,0.025802813675319336,strict,
0.6,4.765,0.0,0.3,-0.2879658201522125,0.0501266837499591,strict,
0.6,4.765,0.0,0.45,-0.31096597987182073,-0.04118708158315065,strict,
0.6,4.765,0.0,0.6,-0.2875049921781163,0.007349124514230643,strict,
0.6,4.765,0.0,0.8,-0.26445840665470705,0.035345240023811786,strict,
0.6,4.765,0.0,1.0,-0.1364795430343833,0.017709486586072964,strict,
0.6,4.765,0.0,1.2,1.6185989137826136,0.024742726939862902,strict,
0.6,4.765,0.0,0.1,-0.27159232109545445,-0.016461280664553546,strict,
0.6,4.765,0.0,0.15,-0.2562255621073919,0.06605237501568384,strict,
0.6,4.765,0.0,0.2,-0.2951731653307567,0.04060536069982701,strict,
0.6,4.765,0.0,0.3,-0.2951129076050123,0.039295165394072296,strict,
0.6,4.765,0.0,0.45,-0.27945679843001364,0.06391114303071121,strict,
0.6,4.765,0.0,0.6,-0.29232247850930554,-0.013156340479984707,strict,
0.6,4.765,0.0,0.8,-0.27262228831718166,0.003727017466738536,strict,
0.6,4.765,0.0,1.0,-0.12307511822716904,0.0449191841879536,strict,
0.6,4.765,0.0,1.2,1.0795371751098979,-0.03300100355095681,strict,
0.6,4.765,0.0,0.1,-0.26149703276865,0.022081084559396946,strict,
0.6,4.765,0.0,0.15,-0.26480009855155495,0.02978685879645737,strict,
0.6,4.765,0.0,0.2,-0.2967532834817052,0.047165106671858026,strict,
0.6,4.765,0.0,0.3,-0.3050232557471524,0.007677850684294607,strict,
0.6,4.765,0.0,0.45,-0.29682602421372445,-0.00586342696275477,strict,
0.6,4.765,0.0,0.6,-0.29532950083121273,-0.027687027063961644,strict,
0.6,4.765,0.0,0.8,-0.28820333962059497,-0.0360254178057865,strict,
0.6,4.765,0.0,1.0,-0.15095376929424437,0.009444510690959307,strict,
0.6,4.765,0.0,1.2,1.6355052824113798,0.03366446256965905,strict,
0.6,4.765,1.0,0.1,-0.18518932904513274,-0.019721958312191035,strict,
0.6,4.765,1.0,0.15,-0.1647852808986433,0.02000675139403696,strict,
0.6,4.765,1.0,0.2,-0.17407131959532918,0.007718928811384584,strict,
0.6,4.765,1.0,0.3,-0.15538323164741208,0.02925361612382582,strict,
0.6,4.765,1.0,0.45,-0.18778137903131142,-0.03124375215870656,strict,
0.6,4.765,1.0,0.6,-0.1499743218815882,0.027824684463903182,strict,
0.6,4.765,1.0,0.8,-0.13187267252256718,0.03155774479490703,strict,
0.6,4.765,1.0,1.0,-0.08496613251092366,-0.016189126825016276,strict,
0.6,4.765,1.0,1.2,0.21116483419437126,-0.015054211794485073,strict,
0.6,4.765,1.0,0.1,-0.17383000484074373,-0.0021857541165262173,strict,
0.6,4.765,1.0,0.15,-0.1784693463074929,0.00038983299419792505,strict,
0.6,4.765,1.0,0.2,-0.18767183071529803,-0.026861099256340615,strict,
0.6,4.765,1.0,0.3,-0.16478744396022837,0.01824601884797694,strict,
0.6,4.765,1.0,0.45,-0.15341415069121078,0.024165007877371192,strict,
0.6,4.765,1.0,0.6,-0.1528218660358635,0.0159168399198103,strict,
0.6,4.765,1.0,0.8,-0.11053959008162312,0.05872640761268244,strict,
0.6,4.765,1.0,1.0,-0.06870536052000997,0.0010437431729382052,strict,
0.6,4.765,1.0,1.2,0.22722004738299517,-0.0013118400725936619,strict,
0.6,4.765,1.0,0.1,-0.17664451515842838,-0.01129899632518494,strict,
0.6,4.765,1.0,0.15,-0.17531106849467576,0.008473088939356277,strict,
0.6,4.765,1.0,0.2,-0.1508209957316664,0.04969390299884058,strict,
0.6,4.765,1.0,0.3,-0.13829375546895856,0.06092290058036254,strict,
0.6,4.765,1.0,0.45,-0.1719858585015573,-0.011851137753261964,strict,
0.6,4.765,1.0,0.6,-0.1785732897264325,-0.034004413539534095,strict,
0.6,4.765,1.0,0.8,-0.13069245461338796,0.03083899787973232,strict,
0.6,4.765,1.0,1.0,-0.06097397771626545,0.003963469718029855,strict,
0.6,4.765,1.0,1.2,0.28036050560927217,0.029672615464729435,strict,
0.6,4.765,2.0,0.1,-0.10107973801446468,-0.023162545435596815,strict,
0.6,4.765,2.0,0.15,-0.10936602411159013,-0.0371097539012073,strict,
0.6,4.765,2.0,0.2,-0.08358601579760516,0.0030935383481962564,strict,
0.6,4.765,2.0,0.3,-0.07035560661210183,0.019424834096464227,strict,
0.6,4.765,2.0,0.45,-0.07820570227206114,-0.00015307749251713965,strict,
0.6,4.765,2.0,0.6,-0.05266534397288769,0.031597119674152796,strict,
0.6,4.765,2.0,0.8,-0.01983662946303777,0.06218528684391744,strict,
0.6,4.765,2.0,1.0,-0.006390657088157448,0.02224343171150256,strict,
0.6,4.765,2.0,1.2,0.0772989463910263,-0.0011196904619554804,strict,
0.6,4.765,2.0,0.1,-0.06066969420801971,0.03440615171479855,strict,
0.6,4.765,2.0,0.15,-0.07869371752049881,0.011623363427729516,strict,
0.6,4.765,2.0,0.2,-0.09909759800062967,-0.017274356154053483,strict,
0.6,4.765,2.0,0.3,-0.07069393171760374,0.015059274882908258,strict,
0.6,4.765,2.0,0.45,-0.090543662893117,-0.013847819880556167,strict,
0.6,4.765,2.0,0.6,-0.017048062091848393,0.08065202261971938,strict,
0.6,4.765,2.0,0.8,-0.10940264207586392,-0.04654711956146851,strict,
0.6,4.765,2.0,1.0,-0.05960160068883513,-0.03220697536918382,strict,
0.6,4.765,2.0,1.2,0.05838939232999962,-0.01301349023204379,strict,
0.6,4.765,2.0,0.1,-0.08478277652931787,-0.005483211858916426,strict,
0.6,4.765,2.0,0.15,-0.08450436184724808,-0.002557846913360029,strict,
0.6,4.765,2.0,0.2,-0.08296487630130867,0.00693679206266018,strict,
0.6,4.765,2.0,0.3,-0.055942849831724595,0.037235896681951264,strict,
0.6,4.765,2.0,0.45,-0.07889781654430628,-8.936747823651281e-05,strict,
0.6,4.765,2.0,0.6,-0.0870213498573994,-0.015080364560702608,strict,
0.6,4.765,2.0,0.8,-0.04251422904844426,0.033267248535955196,strict,
0.6,4.765,2.0,1.0,-0.03001110059375134,-0.0003774637079723142,strict,
0.6,4.765,2.0,1.2,0.07512707890856196,9.245536356450312e-05,strict,
0.6,4.765,3.0,0.1,-0.05595775900248012,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.6,4.765,3.0,0.15,-0.03702263155748686,0.0018823774185835473,strict,
0.6,4.765,3.0,0.2,-0.03435006113604522,-0.0018008983080707308,strict,
0.6,4.765,3.0,0.3,-0.020790461226413703,0.018466370755545025,strict,
0.6,4.765,3.0,0.45,-0.0029655976212437096,0.035328244963897415,strict,
0.6,4.765,3.0,0.6,-0.019229747768896965,0.01666671596944347,strict,
0.6,4.765,3.0,0.8,-0.053260397998580955,-0.023468290691900373,strict,
0.6,4.765,3.0,1.0,-0.002495719742949043,0.009436290698594196,strict,
0.6,4.765,3.0,1.2,0.08471155502127325,0.0527452117466094,strict,
0.6,4.765,3.0,0.1,-0.02508746877561796,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.6,4.765,3.0,0.15,-0.03191970374312092,0.00631493114279047,strict,
0.6,4.765,3.0,0.2,-0.06091520434635689,-0.026684264407043745,strict,
0.6,4.765,3.0,0.3,-0.009794820279340533,0.0317057715404776,strict,
0.6,4.765,3.0,0.45,-0.06113006496969742,-0.030091438186365393,strict,
0.6,4.765,3.0,0.6,0.04137396896382872,0.08084304696840516,strict,
0.6,4.765,3.0,0.8,-0.0745365733540524,-0.047171160814632795,strict,
0.6,4.765,3.0,1.0,-0.04214375016030392,-0.02944649324041604,strict,
0.6,4.765,3.0,1.2,-0.010531338049568406,-0.035659233858710726,strict,
0.6,4.765,3.0,0.1,-0.03472269155471841,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.6,4.765,3.0,0.15,-0.06159943606982221,-0.023546946230732613,strict,
0.6,4.765,3.0,0.2,-0.027460624955994772,0.011183309370538796,strict,
0.6,4.765,3.0,0.3,-0.008879292425389207,0.031885316441926936,strict,
0.6,4.765,3.0,0.45,-0.06404280789506678,-0.03311693496152368,strict,
0.6,4.765,3.0,0.6,-0.05441595137708155,-0.02329258192417516,strict,
0.6,4.765,3.0,0.8,-0.017295328229079088,0.01389657494724661,strict,
0.6,4.765,3.0,1.0,0.009080187255389172,0.02183111606606003,strict,
0.6,4.765,3.0,1.2,0.0629032623077187,0.028188086714581617,strict,
0.6,4.765,4.0,0.1,-0.03186723137019032,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.6,4.765,4.0,0.15,-0.007886915054858612,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.6,4.765,4.0,0.2,-0.0002875504272699114,0.014871165394058306,strict,
0.6,4.765,4.0,0.3,-0.008824312103748677,0.005826408970915797,strict,
0.6,4.765,4.0,0.45,-0.04854824628717269,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.6,4.765,4.0,0.6,0.019518124599372855,0.0348917052763994,strict,
0.6,4.765,4.0,0.8,-0.007892719167050255,0.0037618068044372732,strict,
0.6,4.765,4.0,1.0,-0.03347486334932315,-0.02961599576337648,strict,
0.6,4.765,4.0,1.2,0.008763819358236113,-0.0032129401833733695,strict,
0.6,4.765,4.0,0.1,-0.024898547987995734,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.6,4.765,4.0,0.15,-0.02863342522625678,-0.014007888616396347,strict,
0.6,4.765,4.0,0.2,0.00718081429990769,0.022973247455802648,strict,
0.6,4.765,4.0,0.3,-0.03282173808829636,-0.018079281430868566,strict,
0.6,4.765,4.0,0.45,-0.017210630209784084,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.6,4.765,4.0,0.6,-0.0035458322789445607,0.012586336801743037,strict,
0.6,4.765,4.0,0.8,-0.02027337721096978,-0.009695918714306861,strict,
0.6,4.765,4.0,1.0,-0.011597051643983503,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.6,4.765,4.0,1.2,-0.00037235626805165456,-0.010456350742451659,strict,
0.6,4.765,4.0,0.1,-0.03192027831831401,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.6,4.765,4.0,0.15,-0.02495351994514361,-0.008975173029439176,strict,
0.6,4.765,4.0,0.2,-0.00975213668891084,0.006080140018434599,strict,
0.6,4.765,4.0,0.3,0.007127979148046859,0.020930047729070922,strict,
0.6,4.765,4.0,0.45,-0.028634650849874377,-0.01763378504964208,strict,
0.6,4.765,4.0,0.6,-0.005626594516992212,0.00977597975143829,strict,
0.6,4.765,4.0,0.8,-0.012017620061765877,0.00021706215119199346,strict,
0.6,4.765,4.0,1.0,-0.014067727561131949,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.6,4.765,4.0,1.2,-0.0156896690033399,-0.026989595929588384,strict,
0.6,4.765,5.0,0.1,0.0017238716155753009,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.6,4.765,5.0,0.15,0.013527011371512576,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.6,4.765,5.0,0.2,-0.01802974923808398,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.6,4.765,5.0,0.3,-0.020807029654629106,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.6,4.765,5.0,0.45,0.025495555835269967,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.6,4.765,5.0,0.6,0.0101541971359983,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.6,4.765,5.0,0.8,-0.0019462228800752879,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.6,4.765,5.0,1.0,-0.005169631490133164,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.6,4.765,5.0,1.2,0.015098930701032631,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.6,4.765,5.0,0.1,0.023681594145284035,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.6,4.765,5.0,0.15,-0.029217572148330206,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.6,4.765,5.0,0.2,-0.04402130703436746,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.6,4.765,5.0,0.3,0.03285973439187062,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.6,4.765,5.0,0.45,-0.008671300100158597,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.6,4.765,5.0,0.6,-0.014252027057140904,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.6,4.765,5.0,0.8,0.009888353181436771,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.6,4.765,5.0,1.0,-0.03645611586508535,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.6,4.765,5.0,1.2,-0.012906869190136061,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.6,4.765,5.0,0.1,-0.0032573364216079703,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.6,4.765,5.0,0.15,-0.02177926657912488,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.6,4.765,5.0,0.2,-0.003889653522867631,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.6,4.765,5.0,0.3,0.013485988261464077,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.6,4.765,5.0,0.45,-0.02287879614467303,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.6,4.765,5.0,0.6,-0.03625975946105853,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.6,4.765,5.0,0.8,0.012634771780440146,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.6,4.765,5.0,1.0,0.00036592205699614855,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.6,4.765,5.0,1.2,0.045831075861205495,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,2.5,0.0,0.1,-0.16180462334693796,-0.008843249195543967,strict,
0.3,2.5,0.0,0.15,-0.13261562841707855,0.007144120189364833,strict,
0.3,2.5,0.0,0.2,-0.1627070088459785,-0.005119412592661521,strict,
0.3,2.5,0.0,0.3,-0.16194704089901696,-0.011756833811546352,strict,
0.3,2.5,0.0,0.45,-0.1540999256288514,-0.003453369720647359,strict,
0.3,2.5,0.0,0.6,-0.14798180775472852,0.012966890867017689,strict,
0.3,2.5,0.0,0.8,-0.13289059374155657,-0.0068469270277345395,strict,
0.3,2.5,0.0,1.0,-0.059931061520729245,0.0005215331624702779,strict,
0.3,2.5,0.0,1.2,0.30452127142244223,-0.011188010892609068,strict,
0.3,2.5,3.0,0.1,-0.010498336902979633,,strict,"0 neighbours above the 0.1% contamination floor within 1.4"" -- nothing to subtract (the star is effectively isolated)"
0.3,2.5,3.0,0.15,-0.03162783167211991,-0.015793300297687773,strict,
0.3,2.5,3.0,0.2,0.0009222418025245371,0.022122443606612308,strict,
0.3,2.5,3.0,0.3,-0.014891209880095235,0.0023240556478951735,strict,
0.3,2.5,3.0,0.45,-0.019240889146562024,-0.00039355035477367517,strict,
0.3,2.5,3.0,0.6,-0.004362485856496345,0.012906701885103566,strict,
0.3,2.5,3.0,0.8,0.011071400262407771,0.028139968037206975,strict,
0.3,2.5,3.0,1.0,-0.012368697557580022,-0.008607751216944404,strict,
0.3,2.5,3.0,1.2,0.045764304001729095,0.0331476817330939,strict,
